Date,region,product_1,product_2,product_3
2020-12-01,Europe,53176,362,362
2020-12-01,Europe,13968,494,494
2020-12-01,Europe,53327,2992,2992
2020-12-01,Europe,8482,300,300
2020-12-01,Europe,22,2,2
2020-12-01,Europe,763008,37558,37558
2020-12-01,Europe,7325,200,100
2020-12-01,Europe,42544,816,408
2020-12-01,Europe,15864,820,410
2020-12-01,Europe,19568,1396,698
2020-12-01,Europe,11048,908,454
2020-12-01,Europe,55168,2764,1382
2020-12-01,Europe,14140,866,433
2020-12-01,Europe,11595,888,222
2020-12-01,Europe,2522,900,225
2020-12-01,Europe,6451,1796,449
2020-12-01,Europe,7779,1452,363
2020-12-01,Europe,10309,1244,311
2020-12-01,Europe,45535,5500,1375
2020-12-01,Europe,99022,8404,2101
2020-12-01,Europe,3362,805,161
2020-12-01,Europe,2319,635,127
2020-12-01,Europe,8070,3012,502
2020-12-01,Europe,7586,1650,275
2020-12-01,Europe,1653,594,99
2020-12-01,Europe,85858,31446,5241
2020-12-01,Europe,2816,1296,216
2020-12-01,Europe,1925,762,127
2020-12-01,Europe,91812,32994,5499
2020-12-01,Europe,10262,4482,747
2020-12-01,Europe,4068,816,68
2020-12-01,Europe,37575,12960,480
2020-12-01,Europe,23251,8559,317
2020-12-01,Europe,102957,108270,4010
2020-12-01,Europe,166985,178956,6628
2020-12-01,Europe,78530,90477,3351
2020-12-01,Europe,80735,87534,3242
2020-12-01,Europe,105297,15417,571
2020-12-01,Europe,27487,50092,1789
2020-12-01,Europe,4187,8820,315
2020-12-01,Europe,38633,89348,3191
2020-12-01,Europe,50952,86268,3081
2020-12-01,Europe,318810,826168,29506
2020-12-01,Europe,115431,245784,8778
2020-12-01,Europe,34541,70672,2524
2020-12-01,Europe,17194,29064,1038
2020-12-01,Europe,31657,53508,1911
2020-12-01,Europe,57368,139720,4990
2020-12-01,Europe,170360,4710,157
2020-12-01,Europe,380620,12660,422
2020-12-01,Europe,34792,3120,104
2020-12-01,Europe,48394,14280,255
2020-12-01,Europe,25420,13608,243
2020-12-01,Europe,626522,1480808,26443
2020-12-01,Europe,636843,1788472,31937
2020-12-01,Europe,214027,463512,8277
2020-12-01,Europe,260528,463456,8276
2020-12-01,Europe,63521,67760,1210
2020-12-01,Europe,686119,274232,4897
2020-12-01,Europe,98505,222096,3966
2020-12-01,Europe,139077,200144,3574
2020-12-01,Europe,101216,223776,1332
2021-01-01,Europe,1149,137,137
2021-01-01,Europe,185446,5986,5986
2021-01-01,Europe,89872,2901,2901
2021-01-01,Europe,967,83,83
2021-01-01,Europe,3951,412,412
2021-01-01,Europe,3688,309,309
2021-01-01,Europe,5636,274,274
2021-01-01,Europe,46687,1186,1186
2021-01-01,Europe,61434,143,143
2021-01-01,Europe,4379,505,505
2021-01-01,Europe,7565,1612,1612
2021-01-01,Europe,2992,186,186
2021-01-01,Europe,3656,86,86
2021-01-01,Europe,6310,240,240
2021-01-01,Europe,17002,1136,1136
2021-01-01,Europe,14656,787,787
2021-01-01,Europe,10632,662,662
2021-01-01,Europe,13646,1628,1628
2021-01-01,Europe,717,70,70
2021-01-01,Europe,2664,559,559
2021-01-01,Europe,1177,213,213
2021-01-01,Europe,3235,239,239
2021-01-01,Europe,9948,385,385
2021-01-01,Europe,622,44,44
2021-01-01,Europe,9793,274,274
2021-01-01,Europe,6268,334,334
2021-01-01,Europe,3276,173,173
2021-01-01,Europe,12034,1009,1009
2021-01-01,Europe,8770,281,281
2021-01-01,Europe,25446,197,197
2021-01-01,Europe,955116,774,774
2021-01-01,Europe,2156,147,147
2021-01-01,Europe,29731,5770,5770
2021-01-01,Europe,885457,10484,10484
2021-01-01,Europe,2280,27,27
2021-01-01,Europe,2114488,25036,25036
2021-01-01,Europe,340956,4037,4037
2021-01-01,Europe,7189,178,178
2021-01-01,Europe,28236,12311,12311
2021-01-01,Europe,1660,111,111
2021-01-01,Europe,8422,705,705
2021-01-01,Europe,5884,1678,1678
2021-01-01,Europe,11879,2935,2935
2021-01-01,Europe,9250,2537,2537
2021-01-01,Europe,7521,241,241
2021-01-01,Europe,2800,214,214
2021-01-01,Europe,1776,97,97
2021-01-01,Europe,14199,267,267
2021-01-01,Europe,6851,53,53
2021-01-01,Europe,18143,154,154
2021-01-01,Europe,112828,92,92
2021-01-01,Europe,51694,185,185
2021-01-01,Europe,339242,1037,1037
2021-01-01,Europe,2365,504,504
2021-01-01,Europe,2344,377,377
2021-01-01,Europe,97317,7375,7375
2021-01-01,Europe,9555,1957,1957
2021-01-01,Europe,232091,2748,2748
2021-01-01,Europe,74911,549,549
2021-01-01,Europe,900020,31577,31577
2021-01-01,Europe,477,30,30
2021-01-01,Europe,43449,989,989
2021-01-01,Europe,31471,2027,2027
2021-01-01,Europe,76539,3727,3727
2021-01-01,Europe,10139,777,777
2021-01-01,Europe,118405,1629,1629
2021-01-01,Europe,9121,239,239
2021-01-01,Europe,47830,587,587
2021-01-01,Europe,21917,206,206
2021-01-01,Europe,253849,1892,1892
2021-01-01,Europe,139,1,1
2021-01-01,Europe,259708,3075,3075
2021-01-01,Europe,291998,2100,2100
2021-01-01,Europe,66672,497,497
2021-01-01,Europe,66643,1436,1436
2021-01-01,Europe,43089,852,852
2021-01-01,Europe,12130,429,429
2021-01-01,Europe,41914,1476,1476
2021-01-01,Europe,22,2,2
2021-01-01,Europe,4598314,37425,37425
2021-01-01,Europe,4872,204,204
2021-01-01,Europe,54713,607,607
2021-01-01,Europe,39589,1016,508
2021-01-01,Europe,8572,438,219
2021-01-01,Europe,94356,7230,3615
2021-01-01,Europe,2845,196,98
2021-01-01,Europe,13064,796,398
2021-01-01,Europe,23725,1492,746
2021-01-01,Europe,16831,1532,383
2021-01-01,Europe,44300,7160,1790
2021-01-01,Europe,23373,3268,817
2021-01-01,Europe,62115,7496,1874
2021-01-01,Europe,53361,4516,1129
2021-01-01,Europe,4625,460,115
2021-01-01,Europe,24905,2112,528
2021-01-01,Europe,49311,1744,436
2021-01-01,Europe,80431,16828,4207
2021-01-01,Europe,68470,9576,2394
2021-01-01,Europe,3754,625,125
2021-01-01,Europe,13836,3545,709
2021-01-01,Europe,9271,2575,515
2021-01-01,Europe,13004,3150,630
2021-01-01,Europe,8308,2140,428
2021-01-01,Europe,742,180,36
2021-01-01,Europe,4815,1365,273
2021-01-01,Europe,13892,3225,645
2021-01-01,Europe,1653,594,99
2021-01-01,Europe,1882,594,99
2021-01-01,Europe,73251,26748,4458
2021-01-01,Europe,13257,5790,965
2021-01-01,Europe,91812,32994,5499
2021-01-01,Europe,16963,6096,1016
2021-01-01,Europe,14184,2364,197
2021-01-01,Europe,186486,8559,317
2021-01-01,Europe,30987,8613,319
2021-01-01,Europe,553239,59373,2199
2021-01-01,Europe,826538,87534,3242
2021-01-01,Europe,822955,76950,2850
2021-01-01,Europe,752409,39960,1480
2021-01-01,Europe,1606983,53217,1971
2021-01-01,Europe,12422,2565,95
2021-01-01,Europe,348013,3186,118
2021-01-01,Europe,65343,61452,2276
2021-01-01,Europe,250066,12366,458
2021-01-01,Europe,398376,10503,389
2021-01-01,Europe,821890,13419,497
2021-01-01,Europe,159596,2835,105
2021-01-01,Europe,11586,19656,702
2021-01-01,Europe,114013,242424,8658
2021-01-01,Europe,1875135,25620,854
2021-01-01,Europe,643561,13608,243
2021-01-01,Europe,155195,86576,1546
2021-01-01,Europe,141477,5768,103
2021-01-01,Europe,1540815,1512056,27001
2021-01-01,Europe,862240,696640,12440
2021-01-01,Europe,1290919,638176,11396
2021-01-01,Europe,365756,30296,541
2021-01-01,Europe,1757629,1107064,19769
2021-01-01,Europe,39342,30744,549
2021-01-01,Europe,1153343,463456,8276
2021-01-01,Europe,554704,221984,3964
2021-01-01,Europe,49050,82908,987
2021-02-01,Europe,1442,172,172
2021-02-01,Europe,19562,581,581
2021-02-01,Europe,43903,1116,1116
2021-02-01,Europe,3428,287,287
2021-02-01,Europe,299116,2100,2100
2021-02-01,Europe,61409,1560,1560
2021-02-01,Europe,61434,143,143
2021-02-01,Europe,6847,1459,1459
2021-02-01,Europe,9481,593,593
2021-02-01,Europe,13123,671,671
2021-02-01,Europe,12104,1444,1444
2021-02-01,Europe,3926,914,914
2021-02-01,Europe,9542,372,372
2021-02-01,Europe,8939,433,433
2021-02-01,Europe,1633,122,122
2021-02-01,Europe,62746,713,713
2021-02-01,Europe,55925,3249,3249
2021-02-01,Europe,69873,1775,1775
2021-02-01,Europe,47816,448,448
2021-02-01,Europe,38852,6230,6230
2021-02-01,Europe,25318,4903,4903
2021-02-01,Europe,10707,77,77
2021-02-01,Europe,13229,99,99
2021-02-01,Europe,2063137,24428,24428
2021-02-01,Europe,61141,1317,1317
2021-02-01,Europe,130,2,2
2021-02-01,Europe,15572,3798,3798
2021-02-01,Europe,42497,1503,1503
2021-02-01,Europe,364,7,7
2021-02-01,Europe,75668,2714,2714
2021-02-01,Europe,2404,148,148
2021-02-01,Europe,1610,105,105
2021-02-01,Europe,312,32,32
2021-02-01,Europe,147802,7450,7450
2021-02-01,Europe,3738,225,225
2021-02-01,Europe,21265,1309,1309
2021-02-01,Europe,17261,479,479
2021-02-01,Europe,5310,215,215
2021-02-01,Europe,11847,2926,2926
2021-02-01,Europe,24434,3917,3917
2021-02-01,Europe,1191,91,91
2021-02-01,Europe,1593,87,87
2021-02-01,Europe,7238,176,176
2021-02-01,Europe,222120,180,180
2021-02-01,Europe,256314,209,209
2021-02-01,Europe,3890,32,32
2021-02-01,Europe,8916,77,77
2021-02-01,Europe,2228,358,358
2021-02-01,Europe,182743,1338,1338
2021-02-01,Europe,458885,4229,4229
2021-02-01,Europe,221027,2617,2617
2021-02-01,Europe,747,9,9
2021-02-01,Europe,202308,1514,1514
2021-02-01,Europe,57391,423,423
2021-02-01,Europe,215440,1449,1449
2021-02-01,Europe,61851,416,416
2021-02-01,Europe,43449,989,989
2021-02-01,Europe,13813,725,725
2021-02-01,Europe,9240,446,446
2021-02-01,Europe,29388,1888,1888
2021-02-01,Europe,73194,2218,2218
2021-02-01,Europe,150914,1674,1674
2021-02-01,Europe,7485,695,695
2021-02-01,Europe,4281,458,458
2021-02-01,Europe,1759975,4111,4111
2021-02-01,Europe,918,303,303
2021-02-01,Europe,14962,376,376
2021-02-01,Europe,29104,315,315
2021-02-01,Europe,35109,344,344
2021-02-01,Europe,46202,747,747
2021-02-01,Europe,15087,142,142
2021-02-01,Europe,3193,579,579
2021-02-01,Europe,2840,514,514
2021-02-01,Europe,3904,626,626
2021-02-01,Europe,1485931,5566,5566
2021-02-01,Europe,90732,679,679
2021-02-01,Europe,235392,1754,1754
2021-02-01,Europe,208804,1562,1562
2021-02-01,Europe,166039,1999,1999
2021-02-01,Europe,264143,3366,3366
2021-02-01,Europe,21410,144,144
2021-02-01,Europe,20019,708,708
2021-02-01,Europe,39235,1382,1382
2021-02-01,Europe,51588,2902,2902
2021-02-01,Europe,1180,104,104
2021-02-01,Europe,2077226,21130,21130
2021-02-01,Europe,6581,253,253
2021-02-01,Europe,2006,84,84
2021-02-01,Europe,3937,190,95
2021-02-01,Europe,11149,722,361
2021-02-01,Europe,81123,6554,3277
2021-02-01,Europe,2845,196,98
2021-02-01,Europe,112927,5475,1825
2021-02-01,Europe,24514,2556,639
2021-02-01,Europe,15908,1448,362
2021-02-01,Europe,9796,820,205
2021-02-01,Europe,1802,628,157
2021-02-01,Europe,51745,6244,1561
2021-02-01,Europe,4504,448,112
2021-02-01,Europe,121062,25300,6325
2021-02-01,Europe,49397,9216,2304
2021-02-01,Europe,55365,4704,1176
2021-02-01,Europe,3319,795,159
2021-02-01,Europe,9218,2560,512
2021-02-01,Europe,12879,3120,624
2021-02-01,Europe,2057,495,99
2021-02-01,Europe,8808,2265,453
2021-02-01,Europe,5444,1400,280
2021-02-01,Europe,11511,2955,591
2021-02-01,Europe,25949,1326,221
2021-02-01,Europe,5857,1554,259
2021-02-01,Europe,25412,1602,267
2021-02-01,Europe,1263,576,96
2021-02-01,Europe,1882,594,99
2021-02-01,Europe,63116,23106,3851
2021-02-01,Europe,18814,4992,832
2021-02-01,Europe,3731,990,165
2021-02-01,Europe,293,114,19
2021-02-01,Europe,10015,4374,729
2021-02-01,Europe,4251,1884,314
2021-02-01,Europe,1476325,465966,77661
2021-02-01,Europe,844473,173367,6421
2021-02-01,Europe,255271,78246,2898
2021-02-01,Europe,250995,54945,2035
2021-02-01,Europe,1967350,67500,2500
2021-02-01,Europe,989502,27621,1023
2021-02-01,Europe,30173,7209,267
2021-02-01,Europe,300654,19980,740
2021-02-01,Europe,335605,15039,557
2021-02-01,Europe,1464227,23220,860
2021-02-01,Europe,2009,4732,169
2021-02-01,Europe,113309,240716,8597
2021-02-01,Europe,25509,52192,1864
2021-02-01,Europe,3213,9240,330
2021-02-01,Europe,1635,4480,160
2021-02-01,Europe,46866,112756,4027
2021-02-01,Europe,347443,8490,283
2021-02-01,Europe,2240329,31890,1063
2021-02-01,Europe,132228,3000,100
2021-02-01,Europe,2526,2408,43
2021-02-01,Europe,2881163,2439472,43562
2021-02-01,Europe,138706,5656,101
2021-02-01,Europe,2392940,2040304,36434
2021-02-01,Europe,71,56,1
2021-02-01,Europe,693366,30184,539
2021-02-01,Europe,3364,2800,50
2021-02-01,Europe,554704,221984,3964
2021-02-01,Europe,46217,78120,930
2021-03-01,Europe,362,40,40
2021-03-01,Europe,72808,1914,1914
2021-03-01,Europe,7321,826,826
2021-03-01,Europe,133707,2298,2298
2021-03-01,Europe,6377,162,162
2021-03-01,Europe,2397,149,149
2021-03-01,Europe,48276,2349,2349
2021-03-01,Europe,11241,1243,1243
2021-03-01,Europe,7058,197,197
2021-03-01,Europe,9884,404,404
2021-03-01,Europe,3168,313,313
2021-03-01,Europe,7634,381,381
2021-03-01,Europe,39743,2314,2314
2021-03-01,Europe,23250,180,180
2021-03-01,Europe,60819,1545,1545
2021-03-01,Europe,11317,532,532
2021-03-01,Europe,26728,5057,5057
2021-03-01,Europe,554388,8845,8845
2021-03-01,Europe,384907,6141,6141
2021-03-01,Europe,1630,26,26
2021-03-01,Europe,62992,1005,1005
2021-03-01,Europe,362911,3393,3393
2021-03-01,Europe,53589,14942,14942
2021-03-01,Europe,21933,5278,5278
2021-03-01,Europe,44375,1603,1603
2021-03-01,Europe,5352,131,131
2021-03-01,Europe,37546,15731,15731
2021-03-01,Europe,235,25,25
2021-03-01,Europe,145274,7257,7257
2021-03-01,Europe,3237,275,275
2021-03-01,Europe,5639,343,343
2021-03-01,Europe,1668,68,68
2021-03-01,Europe,1942,695,695
2021-03-01,Europe,5729,1627,1627
2021-03-01,Europe,11811,2916,2916
2021-03-01,Europe,9180,2518,2518
2021-03-01,Europe,24367,3903,3903
2021-03-01,Europe,6451,784,784
2021-03-01,Europe,27634,1001,1001
2021-03-01,Europe,7319,450,450
2021-03-01,Europe,5817,45,45
2021-03-01,Europe,4448,113,113
2021-03-01,Europe,1666,355,355
2021-03-01,Europe,88040,6672,6672
2021-03-01,Europe,224866,1614,1614
2021-03-01,Europe,571213,5480,5480
2021-03-01,Europe,148798,2374,2374
2021-03-01,Europe,1883,114,114
2021-03-01,Europe,32202,1184,1184
2021-03-01,Europe,7028,342,342
2021-03-01,Europe,95329,3673,3673
2021-03-01,Europe,2984,276,276
2021-03-01,Europe,3911,303,303
2021-03-01,Europe,1730007,4041,4041
2021-03-01,Europe,1139,70,70
2021-03-01,Europe,174782,419,419
2021-03-01,Europe,63838,626,626
2021-03-01,Europe,36116,840,840
2021-03-01,Europe,51470,869,869
2021-03-01,Europe,79790,1273,1273
2021-03-01,Europe,198767,1695,1695
2021-03-01,Europe,159074,2640,2640
2021-03-01,Europe,329329,3121,3121
2021-03-01,Europe,49407,319,319
2021-03-01,Europe,28310,499,499
2021-03-01,Europe,1304191,2755,2755
2021-03-01,Europe,48384,828,828
2021-03-01,Europe,3195,769,769
2021-03-01,Europe,48857,2828,2828
2021-03-01,Europe,26,1,1
2021-03-01,Europe,10671,418,418
2021-03-01,Europe,9408,460,460
2021-03-01,Europe,30300,1500,1500
2021-03-01,Europe,4715,232,116
2021-03-01,Europe,69035,5514,2757
2021-03-01,Europe,23688,602,301
2021-03-01,Europe,15989,778,389
2021-03-01,Europe,31111,1582,791
2021-03-01,Europe,28866,2316,1158
2021-03-01,Europe,46585,2334,1167
2021-03-01,Europe,1421,58,29
2021-03-01,Europe,15953,1236,309
2021-03-01,Europe,94490,5748,1437
2021-03-01,Europe,11668,1384,346
2021-03-01,Europe,17101,1432,358
2021-03-01,Europe,39859,952,238
2021-03-01,Europe,31116,1124,281
2021-03-01,Europe,92751,18884,4721
2021-03-01,Europe,9089,1828,457
2021-03-01,Europe,8866,2450,490
2021-03-01,Europe,11900,2865,573
2021-03-01,Europe,10516,2785,557
2021-03-01,Europe,10081,2665,533
2021-03-01,Europe,33128,2478,413
2021-03-01,Europe,44423,15960,2660
2021-03-01,Europe,2878,744,124
2021-03-01,Europe,13836,5790,965
2021-03-01,Europe,2785,762,127
2021-03-01,Europe,7661,1980,330
2021-03-01,Europe,2682,972,162
2021-03-01,Europe,8029,3360,560
2021-03-01,Europe,659,234,39
2021-03-01,Europe,3775,1572,262
2021-03-01,Europe,15731,5616,208
2021-03-01,Europe,40684,46764,1732
2021-03-01,Europe,79187,87480,3240
2021-03-01,Europe,75850,68634,2542
2021-03-01,Europe,11181,2268,84
2021-03-01,Europe,54346,24543,909
2021-03-01,Europe,56990,54162,2006
2021-03-01,Europe,107711,93933,3479
2021-03-01,Europe,57388,26217,971
2021-03-01,Europe,71905,19899,737
2021-03-01,Europe,21460,37464,1338
2021-03-01,Europe,1920,4536,162
2021-03-01,Europe,3894,8204,293
2021-03-01,Europe,4800,14924,533
2021-03-01,Europe,112007,237664,8488
2021-03-01,Europe,47714,94052,3359
2021-03-01,Europe,28312,46032,1644
2021-03-01,Europe,16863,28504,1018
2021-03-01,Europe,44975,104580,3735
2021-03-01,Europe,11067,18312,654
2021-03-01,Europe,1604,4396,157
2021-03-01,Europe,20690,34972,1249
2021-03-01,Europe,22812,47544,1698
2021-03-01,Europe,165180,3690,123
2021-03-01,Europe,273172,6840,228
2021-03-01,Europe,1863463,26670,889
2021-03-01,Europe,766513,2074072,37037
2021-03-01,Europe,112800,238336,4256
2021-03-01,Europe,26,56,1
2021-03-01,Europe,71,56,1
2021-03-01,Europe,361686,164080,2930
2021-03-01,Europe,141953,307272,5487
2021-03-01,Europe,41596,70308,837
2021-03-01,Europe,97790,223776,1332
2021-04-01,Europe,1465,162,162
2021-04-01,Europe,720563,23259,23259
2021-04-01,Europe,4380,406,406
2021-04-01,Europe,4022,177,177
2021-04-01,Europe,1101,18,18
2021-04-01,Europe,6220,158,158
2021-04-01,Europe,61409,1560,1560
2021-04-01,Europe,61434,143,143
2021-04-01,Europe,7573,1524,1524
2021-04-01,Europe,2989,142,142
2021-04-01,Europe,10868,691,691
2021-04-01,Europe,10791,662,662
2021-04-01,Europe,14641,1619,1619
2021-04-01,Europe,1601,225,225
2021-04-01,Europe,6589,329,329
2021-04-01,Europe,3161,231,231
2021-04-01,Europe,5083,408,408
2021-04-01,Europe,4513,239,239
2021-04-01,Europe,1742,187,187
2021-04-01,Europe,3159,167,167
2021-04-01,Europe,10885,1171,1171
2021-04-01,Europe,17922,574,574
2021-04-01,Europe,683845,541,541
2021-04-01,Europe,45113,423,423
2021-04-01,Europe,116520,2960,2960
2021-04-01,Europe,41030,6561,6561
2021-04-01,Europe,11059,477,477
2021-04-01,Europe,2813,242,242
2021-04-01,Europe,344793,5501,5501
2021-04-01,Europe,8795,75,75
2021-04-01,Europe,7584,121,121
2021-04-01,Europe,56615,545,545
2021-04-01,Europe,1221660,19491,19491
2021-04-01,Europe,320437,3030,3030
2021-04-01,Europe,354757,5868,5868
2021-04-01,Europe,161744,2809,2809
2021-04-01,Europe,260,4,4
2021-04-01,Europe,41786,11651,11651
2021-04-01,Europe,17500,4211,4211
2021-04-01,Europe,4518,109,109
2021-04-01,Europe,101,3,3
2021-04-01,Europe,90011,31235,31235
2021-04-01,Europe,2358,145,145
2021-04-01,Europe,431425,4824,4824
2021-04-01,Europe,141777,7082,7082
2021-04-01,Europe,18540,517,517
2021-04-01,Europe,7224,764,764
2021-04-01,Europe,16577,676,676
2021-04-01,Europe,26895,750,750
2021-04-01,Europe,7291,265,265
2021-04-01,Europe,1925,689,689
2021-04-01,Europe,3846,298,298
2021-04-01,Europe,23974,912,912
2021-04-01,Europe,1269,78,78
2021-04-01,Europe,2632,64,64
2021-04-01,Europe,4733,291,291
2021-04-01,Europe,8067,73,73
2021-04-01,Europe,177876,163,163
2021-04-01,Europe,59715,139,139
2021-04-01,Europe,1972,316,316
2021-04-01,Europe,6782,1445,1445
2021-04-01,Europe,898058,8645,8645
2021-04-01,Europe,30968,217,217
2021-04-01,Europe,190732,3098,3098
2021-04-01,Europe,213865,3213,3213
2021-04-01,Europe,33383,538,538
2021-04-01,Europe,42437,274,274
2021-04-01,Europe,1089,66,66
2021-04-01,Europe,1561,94,94
2021-04-01,Europe,12372,602,602
2021-04-01,Europe,6723,409,409
2021-04-01,Europe,13168,537,537
2021-04-01,Europe,16406,497,497
2021-04-01,Europe,30733,414,414
2021-04-01,Europe,35081,344,344
2021-04-01,Europe,1759,306,306
2021-04-01,Europe,313,5,5
2021-04-01,Europe,102228,1631,1631
2021-04-01,Europe,177283,2967,2967
2021-04-01,Europe,26779,466,466
2021-04-01,Europe,3422,57,57
2021-04-01,Europe,32509,549,549
2021-04-01,Europe,38280,254,254
2021-04-01,Europe,10288,403,403
2021-04-01,Europe,4124,312,156
2021-04-01,Europe,7687,388,194
2021-04-01,Europe,12546,972,243
2021-04-01,Europe,11028,2892,723
2021-04-01,Europe,14029,2548,637
2021-04-01,Europe,14401,1204,301
2021-04-01,Europe,5954,584,146
2021-04-01,Europe,33160,792,198
2021-04-01,Europe,1359,360,72
2021-04-01,Europe,2562,685,137
2021-04-01,Europe,3319,795,159
2021-04-01,Europe,8718,2405,481
2021-04-01,Europe,10384,2500,500
2021-04-01,Europe,1143,275,55
2021-04-01,Europe,5456,1445,289
2021-04-01,Europe,7911,2095,419
2021-04-01,Europe,43995,3762,627
2021-04-01,Europe,20024,6948,1158
2021-04-01,Europe,1882,594,99
2021-04-01,Europe,16435,4248,708
2021-04-01,Europe,54156,18786,3131
2021-04-01,Europe,10015,3474,579
2021-04-01,Europe,45955,19230,3205
2021-04-01,Europe,1723237,524724,87454
2021-04-01,Europe,14338,6000,1000
2021-04-01,Europe,23464,8532,316
2021-04-01,Europe,5913,5778,214
2021-04-01,Europe,53737,77706,2878
2021-04-01,Europe,189298,249723,9249
2021-04-01,Europe,134448,139158,5154
2021-04-01,Europe,35897,40905,1515
2021-04-01,Europe,71184,82458,3054
2021-04-01,Europe,349,162,6
2021-04-01,Europe,26617,23031,853
2021-04-01,Europe,4467,13888,496
2021-04-01,Europe,47997,81396,2907
2021-04-01,Europe,16863,28504,1018
2021-04-01,Europe,9973,16856,602
2021-04-01,Europe,20838,34832,1244
2021-04-01,Europe,30084,61768,2206
2021-04-01,Europe,456803,10470,349
2021-04-01,Europe,300873,7620,254
2021-04-01,Europe,31011,2490,83
2021-04-01,Europe,451782,10890,363
2021-04-01,Europe,32563,13496,241
2021-04-01,Europe,1026191,2668344,47649
2021-04-01,Europe,624584,1561448,27883
2021-04-01,Europe,77402,159656,2851
2021-04-01,Europe,212359,435512,7777
2021-04-01,Europe,214153,508816,9086
2021-04-01,Europe,38713,65436,779
2021-05-01,Europe,478,43,43
2021-05-01,Europe,1465,162,162
2021-05-01,Europe,10830,302,302
2021-05-01,Europe,136433,107,107
2021-05-01,Europe,10332,1981,1981
2021-05-01,Europe,6061,934,934
2021-05-01,Europe,2139,133,133
2021-05-01,Europe,9841,626,626
2021-05-01,Europe,19418,1230,1230
2021-05-01,Europe,1551,218,218
2021-05-01,Europe,3161,231,231
2021-05-01,Europe,16505,593,593
2021-05-01,Europe,3559,131,131
2021-05-01,Europe,3103,164,164
2021-05-01,Europe,54508,1520,1520
2021-05-01,Europe,13595,827,827
2021-05-01,Europe,5168,258,258
2021-05-01,Europe,673346,525,525
2021-05-01,Europe,20704,3853,3853
2021-05-01,Europe,393183,6328,6328
2021-05-01,Europe,545794,5254,5254
2021-05-01,Europe,305310,2901,2901
2021-05-01,Europe,48061,13401,13401
2021-05-01,Europe,14620,3518,3518
2021-05-01,Europe,2457,149,149
2021-05-01,Europe,58477,1883,1883
2021-05-01,Europe,512,9,9
2021-05-01,Europe,101,3,3
2021-05-01,Europe,74276,2714,2714
2021-05-01,Europe,193509,7751,7751
2021-05-01,Europe,1163,124,124
2021-05-01,Europe,4455,271,271
2021-05-01,Europe,23309,650,650
2021-05-01,Europe,24319,3893,3893
2021-05-01,Europe,14681,357,357
2021-05-01,Europe,9076,558,558
2021-05-01,Europe,65394,408,408
2021-05-01,Europe,109619,86,86
2021-05-01,Europe,3790,30,30
2021-05-01,Europe,110895,87,87
2021-05-01,Europe,153748,136,136
2021-05-01,Europe,10558,99,99
2021-05-01,Europe,59715,139,139
2021-05-01,Europe,263034,2073,2073
2021-05-01,Europe,1178,251,251
2021-05-01,Europe,1935,310,310
2021-05-01,Europe,79071,5992,5992
2021-05-01,Europe,203203,3407,3407
2021-05-01,Europe,948,16,16
2021-05-01,Europe,814672,28840,28840
2021-05-01,Europe,1006,61,61
2021-05-01,Europe,1561,94,94
2021-05-01,Europe,40625,940,940
2021-05-01,Europe,9043,440,440
2021-05-01,Europe,75609,3697,3697
2021-05-01,Europe,5318,412,412
2021-05-01,Europe,22414,914,914
2021-05-01,Europe,2071,220,220
2021-05-01,Europe,2190,803,803
2021-05-01,Europe,2404,100,100
2021-05-01,Europe,174819,481,481
2021-05-01,Europe,10404,268,268
2021-05-01,Europe,11401,298,298
2021-05-01,Europe,63838,626,626
2021-05-01,Europe,35081,344,344
2021-05-01,Europe,5251,589,589
2021-05-01,Europe,26002,439,439
2021-05-01,Europe,157797,1519,1519
2021-05-01,Europe,76092,1214,1214
2021-05-01,Europe,317359,3055,3055
2021-05-01,Europe,26408,458,458
2021-05-01,Europe,3422,57,57
2021-05-01,Europe,14441,310,310
2021-05-01,Europe,88509,1622,1622
2021-05-01,Europe,40114,259,259
2021-05-01,Europe,35957,239,239
2021-05-01,Europe,112674,31416,31416
2021-05-01,Europe,4325477,34169,34169
2021-05-01,Europe,32927,1610,1610
2021-05-01,Europe,8484,420,420
2021-05-01,Europe,30901,1568,784
2021-05-01,Europe,91546,3896,1948
2021-05-01,Europe,9448,732,183
2021-05-01,Europe,10885,2852,713
2021-05-01,Europe,7586,744,186
2021-05-01,Europe,5432,1448,362
2021-05-01,Europe,7486,888,222
2021-05-01,Europe,61034,7240,1810
2021-05-01,Europe,30908,2584,646
2021-05-01,Europe,5954,584,146
2021-05-01,Europe,16972,2240,560
2021-05-01,Europe,67859,13844,3461
2021-05-01,Europe,2562,685,137
2021-05-01,Europe,3319,795,159
2021-05-01,Europe,4588,1215,243
2021-05-01,Europe,2553,660,110
2021-05-01,Europe,4829,1248,208
2021-05-01,Europe,1280,558,93
2021-05-01,Europe,53187,18450,3075
2021-05-01,Europe,23562,6090,1015
2021-05-01,Europe,717,300,50
2021-05-01,Europe,9946,3450,575
2021-05-01,Europe,12245,5124,854
2021-05-01,Europe,659,234,39
2021-05-01,Europe,143839,49896,8316
2021-05-01,Europe,14338,6000,1000
2021-05-01,Europe,15564,5346,198
2021-05-01,Europe,177205,230958,8554
2021-05-01,Europe,24918,5751,213
2021-05-01,Europe,81465,86589,3207
2021-05-01,Europe,64808,58536,2168
2021-05-01,Europe,72227,82458,3054
2021-05-01,Europe,11344,2214,82
2021-05-01,Europe,17137,3186,118
